分数,本段人数,累计人数
482,206,18841
481,213,19054
480,218,19272
479,200,19472
478,239,19711
477,227,19938
476,194,20132
475,234,20366
474,217,20583
473,225,20808
472,213,21021
471,236,21257
470,231,21488
469,229,21717
468,228,21945
467,247,22192
466,247,22439
465,227,22666
464,220,22886
463,213,23099
462,228,23327
461,232,23559
460,229,23788
459,246,24034
458,226,24260
457,229,24489
456,263,24752
455,238,24990
454,249,25239
453,263,25502
452,257,25759
451,251,26010
450,268,26278
449,278,26556
448,271,26827
447,264,27091
446,284,27375
445,322,27697
444,273,27970
443,240,28210
442,297,28507
441,270,28777
440,262,29039
439,292,29331
438,272,29603
437,255,29858
436,297,30155
435,295,30450
434,281,30731
433,255,30986
432,281,31267
431,282,31549
430,304,31853
429,311,32164
428,313,32477
427,299,32776
426,299,33075
425,305,33380
424,291,33671
423,301,33972
422,318,34290
421,309,34599
420,313,34912
419,342,35254
418,307,35561
417,264,35825
416,274,36099
415,317,36416
414,313,36729
413,347,37076
412,306,37382
411,328,37710
410,319,38029
409,360,38389
408,305,38694
407,265,38959
406,357,39316
405,337,39653
404,358,40011
403,323,40334
402,337,40671
401,339,41010
400,351,41361
399,328,41689
398,329,42018
397,318,42336
396,376,42712
395,365,43077
394,320,43397
393,351,43748
392,337,44085
391,350,44435
390,371,44806
389,338,45144
388,339,45483
387,370,45853
386,368,46221
385,333,46554
384,356,46910
383,342,47252
382,357,47609
381,376,47985
380,385,48370
379,366,48736
378,359,49095
377,408,49503
376,339,49842
375,380,50222
374,373,50595
373,388,50983
372,385,51368
371,362,51730
370,382,52112
369,406,52518
368,401,52919
367,392,53311
366,393,53704
365,360,54064
364,391,54455
363,414,54869
362,372,55241
361,410,55651
360,410,56061
359,408,56469
358,399,56868
357,403,57271
356,346,57617
355,415,58032
354,361,58393
353,370,58763
352,385,59148
351,393,59541
350,383,59924
349,382,60306
348,409,60715
347,418,61133
346,399,61532
345,387,61919
344,393,62312
343,446,62758
342,419,63177
341,415,63592
340,388,63980
339,386,64366
338,418,64784
337,363,65147
336,389,65536
335,386,65922
334,435,66357
333,386,66743
332,398,67141
331,415,67556
330,389,67945
329,374,68319
328,394,68713
327,420,69133
326,386,69519
325,419,69938
324,382,70320
323,380,70700
322,440,71140
321,386,71526
320,398,71924
319,409,72333
318,418,72751
317,380,73131
316,395,73526
315,396,73922
314,374,74296
313,383,74679
312,397,75076
311,422,75498
310,373,75871
309,367,76238
308,365,76603
307,385,76988
306,380,77368
305,434,77802
304,382,78184
303,387,78571
302,370,78941
301,362,79303
300,401,79704
299,399,80103
298,349,80452
297,403,80855
296,390,81245
295,388,81633
294,380,82013
293,358,82371
292,405,82776
291,378,83154
290,394,83548
289,368,83916
288,380,84296
287,377,84673
286,368,85041
285,341,85382
284,352,85734
283,363,86097
282,329,86426
281,369,86795
280,341,87136
279,368,87504
278,344,87848
277,314,88162
276,327,88489
275,343,88832
274,328,89160
273,334,89494
272,362,89856
271,309,90165
270,328,90493
269,348,90841
268,340,91181
267,321,91502
266,334,91836
265,302,92138
264,325,92463
263,324,92787
262,320,93107
261,320,93427
260,336,93763
259,369,94132
258,310,94442
257,312,94754
256,306,95060
255,320,95380
254,302,95682
253,308,95990
252,330,96320
251,284,96604
250,270,96874
249,296,97170
248,285,97455
247,259,97714
246,280,97994
245,294,98288
244,291,98579
243,285,98864
242,239,99103
241,271,99374
240,289,99663
239,284,99947
238,268,100215
237,259,100474
236,263,100737
235,262,100999
234,255,101254
233,268,101522
232,256,101778
231,232,102010
230,271,102281
229,238,102519
228,246,102765
227,238,103003
226,250,103253
225,222,103475
224,237,103712
223,210,103922
222,243,104165
221,221,104386
220,239,104625
219,208,104833
218,237,105070
217,211,105281
216,185,105466
215,212,105678
214,215,105893
213,213,106106
212,181,106287
211,193,106480
210,189,106669
209,208,106877
208,189,107066
207,186,107252
206,178,107430
205,163,107593
204,172,107765
203,145,107910
202,149,108059
201,150,108209
200,160,108369
199,161,108530
198,140,108670
197,164,108834
196,144,108978
195,133,109111
194,150,109261
193,125,109386
192,138,109524
191,145,109669
190,146,109815
189,147,109962
188,124,110086
187,115,110201
186,149,110350
185,140,110490
184,116,110606
183,112,110718
182,119,110837
181,125,110962
180,95,111057
179,114,111171
178,119,111290
177,97,111387
176,104,111491
175,97,111588
174,88,111676
173,100,111776
172,113,111889
171,91,111980
170,87,112067
169,96,112163
168,98,112261
167,90,112351
166,80,112431
165,83,112514
164,71,112585
163,56,112641
162,82,112723
161,71,112794
160,69,112863
159,65,112928
158,58,112986
157,59,113045
156,59,113104
155,43,113147
154,64,113211
153,52,113263
152,48,113311
151,44,113355
150,37,113392
149,45,113437
148,48,113485
147,45,113530
146,39,113569
145,38,113607
144,40,113647
143,38,113685
142,45,113730
141,32,113762
140,37,113799
139,37,113836
138,27,113863
137,44,113907
136,34,113941
135,32,113973
134,28,114001
133,24,114025
132,27,114052
131,33,114085
130,20,114105
