分数,本段人数,累计人数
459,321,37938
458,317,38255
457,308,38563
456,305,38868
455,304,39172
454,320,39492
453,320,39812
452,347,40159
451,313,40472
450,345,40817
449,306,41123
448,326,41449
447,305,41754
446,314,42068
445,324,42392
444,327,42719
443,312,43031
442,354,43385
441,326,43711
440,335,44046
439,327,44373
438,309,44682
437,319,45001
436,336,45337
435,344,45681
434,342,46023
433,360,46383
432,333,46716
431,323,47039
430,289,47328
429,344,47672
428,309,47981
427,315,48296
426,364,48660
425,357,49017
424,334,49351
423,315,49666
422,352,50018
421,359,50377
420,358,50735
419,340,51075
418,380,51455
417,349,51804
416,353,52157
415,341,52498
414,345,52843
413,375,53218
412,387,53605
411,329,53934
410,320,54254
409,356,54610
408,352,54962
407,367,55329
406,362,55691
405,346,56037
404,328,56365
403,329,56694
402,358,57052
401,370,57422
400,329,57751
399,347,58098
398,370,58468
397,358,58826
396,356,59182
395,338,59520
394,355,59875
393,367,60242
392,334,60576
391,334,60910
390,349,61259
389,390,61649
388,349,61998
387,348,62346
386,385,62731
385,372,63103
384,416,63519
383,418,63937
382,340,64277
381,334,64611
380,350,64961
379,355,65316
378,352,65668
377,325,65993
376,359,66352
375,340,66692
374,404,67096
373,351,67447
372,367,67814
371,365,68179
370,362,68541
369,357,68898
368,341,69239
367,341,69580
366,362,69942
365,362,70304
364,338,70642
363,387,71029
362,338,71367
361,364,71731
360,334,72065
359,375,72440
358,345,72785
357,336,73121
356,382,73503
355,342,73845
354,336,74181
353,341,74522
352,323,74845
351,332,75177
350,315,75492
349,294,75786
348,301,76087
347,362,76449
346,302,76751
345,320,77071
344,351,77422
343,299,77721
342,343,78064
341,291,78355
340,356,78711
339,317,79028
338,339,79367
337,289,79656
336,334,79990
335,334,80324
334,334,80658
333,302,80960
332,320,81280
331,318,81598
330,316,81914
329,322,82236
328,320,82556
327,322,82878
326,307,83185
325,312,83497
324,348,83845
323,303,84148
322,296,84444
321,345,84789
320,303,85092
319,280,85372
318,304,85676
317,280,85956
316,293,86249
315,318,86567
314,338,86905
313,285,87190
312,327,87517
311,310,87827
310,271,88098
309,279,88377
308,271,88648
307,298,88946
306,303,89249
305,280,89529
304,295,89824
303,277,90101
302,251,90352
301,265,90617
300,277,90894
299,279,91173
298,285,91458
297,267,91725
296,285,92010
295,279,92289
294,241,92530
293,254,92784
292,274,93058
291,255,93313
290,264,93577
289,271,93848
288,282,94130
287,281,94411
286,236,94647
285,245,94892
284,264,95156
283,232,95388
282,247,95635
281,262,95897
280,239,96136
279,219,96355
278,257,96612
277,232,96844
276,217,97061
275,210,97271
274,223,97494
273,227,97721
272,211,97932
271,230,98162
270,195,98357
269,249,98606
268,226,98832
267,223,99055
266,230,99285
265,221,99506
264,218,99724
263,248,99972
262,218,100190
261,204,100394
260,204,100598
259,224,100822
258,190,101012
257,213,101225
256,199,101424
255,198,101622
254,231,101853
253,193,102046
252,221,102267
251,201,102468
250,227,102695
249,192,102887
248,191,103078
247,176,103254
246,191,103445
245,190,103635
244,197,103832
243,187,104019
242,192,104211
241,175,104386
240,183,104569
239,182,104751
238,177,104928
237,170,105098
236,194,105292
235,170,105462
234,169,105631
233,147,105778
232,166,105944
231,166,106110
230,161,106271
229,136,106407
228,147,106554
227,168,106722
226,150,106872
225,151,107023
224,167,107190
223,154,107344
222,153,107497
221,171,107668
220,158,107826
219,150,107976
218,168,108144
217,132,108276
216,134,108410
215,143,108553
214,135,108688
213,135,108823
212,130,108953
211,140,109093
210,119,109212
209,127,109339
208,128,109467
207,113,109580
206,108,109688
205,117,109805
204,120,109925
203,101,110026
202,105,110131
201,108,110239
200,113,110352
199,106,110458
198,112,110570
197,96,110666
196,98,110764
195,92,110856
194,88,110944
193,82,111026
192,92,111118
191,107,111225
190,108,111333
189,85,111418
188,89,111507
187,83,111590
186,82,111672
185,73,111745
184,82,111827
183,65,111892
182,78,111970
181,74,112044
180,67,112111
179,76,112187
178,75,112262
177,70,112332
176,60,112392
175,55,112447
174,60,112507
173,68,112575
172,56,112631
171,56,112687
170,54,112741
169,40,112781
168,55,112836
167,53,112889
166,46,112935
165,51,112986
164,32,113018
163,42,113060
162,29,113089
161,40,113129
160,51,113180
159,57,113237
158,42,113279
157,40,113319
156,40,113359
155,38,113397
154,35,113432
153,45,113477
152,32,113509
151,32,113541
150,24,113565
149,38,113603
148,24,113627
147,33,113660
146,25,113685
145,22,113707
144,26,113733
143,20,113753
142,28,113781
141,17,113798
140,14,113812
139,16,113828
138,21,113849
137,28,113877
136,24,113901
135,27,113928
134,19,113947
133,15,113962
132,11,113973
131,14,113987
130,10,113997
129,15,114012
128,11,114023
127,9,114032
126,10,114042
125,3,114045
124,5,114050
123,7,114057
122,11,114068
121,9,114077
120,14,114091
119,7,114098
118,11,114109
117,4,114113
116,4,114117
115,9,114126
114,6,114132
113,5,114137
112,8,114145
111,4,114149
110,4,114153
109,6,114159
108,4,114163
107,7,114170
106,9,114179
105,6,114185
104,2,114187
103,8,114195
102,5,114200
101,7,114207
100,4,114211
99,5,114216
98,4,114220
97,6,114226
96,3,114229
95,1,114230
94,7,114237
93,2,114239
92,5,114244
91,3,114247
90,4,114251
89,1,114252
88,1,114253
87,4,114257
86,1,114258
85,2,114260
84,1,114261
82,3,114264
81,2,114266
80,3,114269
79,2,114271
78,1,114272
77,1,114273
76,1,114274
75,2,114276
74,2,114278
73,1,114279
72,1,114280
70,2,114282
64,2,114284
62,1,114285
59,1,114286
57,1,114287
56,1,114288
55,3,114291
53,1,114292
52,1,114293
49,1,114294
45,1,114295
42,1,114296
40,1,114297
37,1,114298
33,1,114299
28,1,114300
27,2,114302
23,1,114303
22,1,114304
21,1,114305
19,1,114306
18,1,114307
15,1,114308
14,1,114309
11,2,114311
10,1,114312
6,1,114313
4,1,114314
3,1,114315
2,1,114316
0,2291,116607
