分数,本段人数,累计人数
539,166,9479
538,155,9634
537,158,9792
536,171,9963
535,160,10123
534,154,10277
533,148,10425
532,129,10554
531,162,10716
530,165,10881
529,164,11045
528,180,11225
527,172,11397
526,151,11548
525,181,11729
524,190,11919
523,193,12112
522,184,12296
521,165,12461
520,186,12647
519,188,12835
518,197,13032
517,185,13217
516,171,13388
515,161,13549
514,190,13739
513,188,13927
512,177,14104
511,170,14274
510,203,14477
509,195,14672
508,194,14866
507,224,15090
506,184,15274
505,199,15473
504,194,15667
503,212,15879
502,202,16081
501,192,16273
500,197,16470
499,214,16684
498,184,16868
497,203,17071
496,258,17329
495,217,17546
494,221,17767
493,205,17972
492,202,18174
491,216,18390
490,220,18610
489,212,18822
488,220,19042
487,219,19261
486,214,19475
485,208,19683
484,223,19906
483,225,20131
482,228,20359
481,220,20579
480,211,20790
479,210,21000
478,224,21224
477,221,21445
476,242,21687
475,239,21926
474,257,22183
473,244,22427
472,268,22695
471,230,22925
470,248,23173
469,240,23413
468,273,23686
467,238,23924
466,227,24151
465,269,24420
464,267,24687
463,247,24934
462,240,25174
461,262,25436
460,261,25697
459,280,25977
458,292,26269
457,276,26545
456,258,26803
455,256,27059
454,251,27310
453,250,27560
452,272,27832
451,294,28126
450,267,28393
449,294,28687
448,294,28981
447,275,29256
446,280,29536
445,282,29818
444,275,30093
443,264,30357
442,254,30611
441,287,30898
440,268,31166
439,268,31434
438,302,31736
437,279,32015
436,300,32315
435,279,32594
434,282,32876
433,282,33158
432,299,33457
431,319,33776
430,315,34091
429,315,34406
428,307,34713
427,293,35006
426,305,35311
425,303,35614
424,269,35883
423,281,36164
422,313,36477
421,303,36780
420,328,37108
419,263,37371
418,311,37682
417,335,38017
416,324,38341
415,298,38639
414,312,38951
413,319,39270
412,301,39571
411,327,39898
410,299,40197
409,321,40518
408,359,40877
407,339,41216
406,311,41527
405,306,41833
404,346,42179
403,354,42533
402,350,42883
401,369,43252
400,327,43579
399,317,43896
398,303,44199
397,351,44550
396,335,44885
395,362,45247
394,349,45596
393,316,45912
392,346,46258
391,335,46593
390,318,46911
389,315,47226
388,329,47555
387,326,47881
386,312,48193
385,327,48520
384,352,48872
383,316,49188
382,338,49526
381,309,49835
380,316,50151
379,340,50491
378,318,50809
377,334,51143
376,328,51471
375,332,51803
374,338,52141
373,332,52473
372,331,52804
371,318,53122
370,318,53440
369,314,53754
368,328,54082
367,317,54399
366,325,54724
365,328,55052
364,311,55363
363,310,55673
362,356,56029
361,355,56384
360,340,56724
359,336,57060
358,350,57410
357,367,57777
356,306,58083
355,335,58418
354,323,58741
353,340,59081
352,347,59428
351,322,59750
350,345,60095
349,336,60431
348,366,60797
347,351,61148
346,300,61448
345,359,61807
344,326,62133
343,331,62464
342,296,62760
341,332,63092
340,331,63423
339,291,63714
338,350,64064
337,368,64432
336,335,64767
335,345,65112
334,313,65425
333,354,65779
332,315,66094
331,328,66422
330,300,66722
329,307,67029
328,321,67350
327,321,67671
326,334,68005
325,302,68307
324,311,68618
323,341,68959
322,328,69287
321,365,69652
320,330,69982
319,336,70318
318,332,70650
317,317,70967
316,315,71282
315,322,71604
314,333,71937
313,296,72233
312,314,72547
311,343,72890
310,281,73171
309,344,73515
308,331,73846
307,297,74143
306,306,74449
305,330,74779
304,330,75109
303,301,75410
302,302,75712
301,299,76011
300,313,76324
299,291,76615
298,309,76924
297,279,77203
296,307,77510
295,309,77819
294,289,78108
293,313,78421
292,289,78710
291,282,78992
290,280,79272
289,277,79549
288,313,79862
287,280,80142
286,295,80437
285,296,80733
284,252,80985
283,324,81309
282,257,81566
281,265,81831
280,258,82089
279,263,82352
278,227,82579
277,290,82869
276,273,83142
275,309,83451
274,254,83705
273,278,83983
272,282,84265
271,280,84545
270,294,84839
269,250,85089
268,271,85360
267,234,85594
266,249,85843
265,273,86116
264,275,86391
263,249,86640
262,280,86920
261,245,87165
260,239,87404
259,242,87646
258,245,87891
257,231,88122
256,263,88385
255,247,88632
254,248,88880
253,215,89095
252,235,89330
251,232,89562
250,245,89807
249,238,90045
248,249,90294
247,235,90529
246,240,90769
245,234,91003
244,222,91225
243,217,91442
242,209,91651
241,221,91872
240,227,92099
239,179,92278
238,217,92495
237,237,92732
236,224,92956
235,217,93173
234,214,93387
233,190,93577
232,192,93769
231,199,93968
230,196,94164
229,198,94362
228,195,94557
227,176,94733
226,212,94945
225,205,95150
224,197,95347
223,183,95530
222,157,95687
221,183,95870
220,187,96057
219,176,96233
218,201,96434
217,171,96605
216,154,96759
215,170,96929
214,168,97097
213,137,97234
212,149,97383
211,163,97546
210,144,97690
209,143,97833
208,151,97984
207,123,98107
206,130,98237
205,154,98391
204,164,98555
203,145,98700
202,127,98827
201,134,98961
200,136,99097
199,143,99240
198,125,99365
197,139,99504
196,118,99622
195,111,99733
194,103,99836
193,130,99966
192,86,100052
191,96,100148
190,90,100238
189,102,100340
188,100,100440
187,103,100543
186,79,100622
185,83,100705
184,87,100792
183,89,100881
182,81,100962
181,87,101049
180,94,101143
179,94,101237
178,79,101316
177,87,101403
176,75,101478
175,70,101548
174,68,101616
173,70,101686
172,56,101742
171,66,101808
170,64,101872
169,62,101934
168,61,101995
167,56,102051
166,51,102102
165,56,102158
164,45,102203
163,54,102257
162,46,102303
161,38,102341
160,42,102383
159,37,102420
158,36,102456
157,42,102498
156,41,102539
155,36,102575
154,46,102621
153,37,102658
152,29,102687
151,24,102711
150,26,102737
149,21,102758
148,38,102796
147,22,102818
146,19,102837
145,25,102862
144,30,102892
143,17,102909
142,20,102929
141,20,102949
140,14,102963
139,12,102975
138,12,102987
137,19,103006
136,18,103024
135,19,103043
134,16,103059
133,12,103071
132,10,103081
131,7,103088
130,7,103095
129,8,103103
128,6,103109
127,6,103115
126,3,103118
125,8,103126
124,4,103130
123,3,103133
122,3,103136
121,3,103139
120,4,103143
119,9,103152
118,12,103164
117,9,103173
116,4,103177
115,4,103181
114,7,103188
113,5,103193
112,7,103200
111,3,103203
110,7,103210
109,1,103211
108,1,103212
107,2,103214
106,2,103216
105,7,103223
104,4,103227
103,5,103232
102,2,103234
101,6,103240
100,2,103242
99,1,103243
97,5,103248
96,4,103252
95,3,103255
94,4,103259
93,3,103262
92,1,103263
91,2,103265
90,1,103266
89,4,103270
87,2,103272
86,2,103274
84,1,103275
83,1,103276
82,4,103280
81,3,103283
80,1,103284
78,5,103289
77,1,103290
75,1,103291
73,3,103294
72,1,103295
71,2,103297
69,1,103298
68,1,103299
66,1,103300
65,2,103302
63,1,103303
61,2,103305
57,1,103306
54,3,103309
50,1,103310
49,1,103311
42,1,103312
38,1,103313
37,1,103314
32,1,103315
31,1,103316
30,1,103317
26,1,103318
20,1,103319
15,1,103320
13,1,103321
10,1,103322
6,1,103323
0,2200,105523
